Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher	Image-URL-S	Image-URL-M	Image-URL-L
6312	0151829756	The Slaying of the dragon: Modern tales of the playful imagination	Franz Rottensteiner	1984	Harcourt Brace Jovanovich	http://images.amazon.com/images/P/0151829756.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0151829756.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0151829756.01.LZZZZZZZ.jpg	
6313	0553290207	In Lane Three, Alex Archer	Tessa Duder	1991	Bantam	http://images.amazon.com/images/P/0553290207.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553290207.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553290207.01.LZZZZZZZ.jpg	
6314	0670869902	How Stella Got Her Groove Back	Terry McMillan	1996	Viking Books	http://images.amazon.com/images/P/0670869902.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0670869902.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0670869902.01.LZZZZZZZ.jpg	
6315	0345334930	More Momilies: As My Mother Used to Say...	Michele Slung	1986	Ballantine Books	http://images.amazon.com/images/P/0345334930.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345334930.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345334930.01.LZZZZZZZ.jpg	
6316	1904301088	The Raggy Boy Trilogy	Patrick Galvin	2002	New Island Books	http://images.amazon.com/images/P/1904301088.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1904301088.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1904301088.01.LZZZZZZZ.jpg	
6317	0460876171	The Wings of the Dove (Everyman Paperback Classics)	Henry James	1997	Everymans Library	http://images.amazon.com/images/P/0460876171.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0460876171.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0460876171.01.LZZZZZZZ.jpg	
6318	0340188022	Across the Bitter Sea	Eilis Dillon	0	Trafalgar Square	http://images.amazon.com/images/P/0340188022.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0340188022.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0340188022.01.LZZZZZZZ.jpg	
6319	051509465X	Dancing On My Grave Gelsey Kirkland	Gelsey Kirkland	1987	Penguin Putnam~mass	http://images.amazon.com/images/P/051509465X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/051509465X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/051509465X.01.LZZZZZZZ.jpg	
6320	0684174685	THIS SIDE OF PARADISE (Scribner Classic)	F. Scott Fitzgerald	1982	Scribner Paper Fiction	http://images.amazon.com/images/P/0684174685.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0684174685.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0684174685.01.LZZZZZZZ.jpg	
6321	1571740252	Conversations With God: An Uncommon Dialogue/Book 1	Neale Donald Walsch	1995	Hampton Roads Pub Co Inc	http://images.amazon.com/images/P/1571740252.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1571740252.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1571740252.01.LZZZZZZZ.jpg	
6322	0671689711	The Duchess	Jude Deveraux	1991	Pocket Books	http://images.amazon.com/images/P/0671689711.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671689711.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671689711.01.LZZZZZZZ.jpg	
6323	0440514428	Cold Sassy Tree	Olive Ann Burns	1986	Dell Publishing Company	http://images.amazon.com/images/P/0440514428.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440514428.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440514428.01.LZZZZZZZ.jpg	
6324	0449230279	Good Grief Charlie Brown and for Love of Peanuts (Peanuts Double)	Charles M. Schulz	1979	Ballantine Books	http://images.amazon.com/images/P/0449230279.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449230279.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449230279.01.LZZZZZZZ.jpg	
6325	0449700712	Diceys Song	Cynthia Voigt	1984	Ballantine Books	http://images.amazon.com/images/P/0449700712.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449700712.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449700712.01.LZZZZZZZ.jpg	
6326	0440215978	Land of Hope (Ellis Island)	Joan Lowery Nixon	1993	Laure Leaf	http://images.amazon.com/images/P/0440215978.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440215978.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440215978.01.LZZZZZZZ.jpg	
6327	0553272586	Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment	Jeanne W. Houston	1983	Bantam Books	http://images.amazon.com/images/P/0553272586.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553272586.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553272586.01.LZZZZZZZ.jpg	
6328	0375507507	Don't Let's Go to the Dogs Tonight: An African Childhood	ALEXANDRA FULLER	2001	Random House	http://images.amazon.com/images/P/0375507507.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375507507.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375507507.01.LZZZZZZZ.jpg	
6329	0898700744	Prayer	Hans Von Balthasar	1986	Ignatius Press	http://images.amazon.com/images/P/0898700744.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0898700744.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0898700744.01.LZZZZZZZ.jpg	
6330	0060907894	Crossing the Water	Sylvia Plath	1980	Perennial	http://images.amazon.com/images/P/0060907894.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060907894.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060907894.01.LZZZZZZZ.jpg	
6331	0551031085	Stress Family Robinson 2	Adrian Plass	2000	Zondervan Publishing Company	http://images.amazon.com/images/P/0551031085.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0551031085.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0551031085.01.LZZZZZZZ.jpg	
6332	0553234811	Valley of the Horses (Auel, Jean M. , Earth's Children.)	Jean M. Auel	1983	Bantam Doubleday Dell	http://images.amazon.com/images/P/0553234811.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553234811.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553234811.01.LZZZZZZZ.jpg	
6333	0394312066	Ordeal by fire: The Civil War and Reconstruction	James M McPherson	1982	Distributed by Random House	http://images.amazon.com/images/P/0394312066.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0394312066.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0394312066.01.LZZZZZZZ.jpg	
6334	0345334515	From Sea to Shining Sea	James Alexander Thom	1986	Ballantine Books	http://images.amazon.com/images/P/0345334515.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345334515.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345334515.01.LZZZZZZZ.jpg	
6335	0613117905	Little Beaver and the Echo	Amy MacDonald	1999	Sagebrush Bound	http://images.amazon.com/images/P/0613117905.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0613117905.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0613117905.01.LZZZZZZZ.jpg	
6336	0812520424	The Untold Legend of the Batman	Len Wein	2004	Tor Books	http://images.amazon.com/images/P/0812520424.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812520424.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812520424.01.LZZZZZZZ.jpg	
6337	2253152064	Elle m'appelait Miette	Loana Petrucciani	2002	LGF	http://images.amazon.com/images/P/2253152064.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/2253152064.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/2253152064.01.LZZZZZZZ.jpg	
6338	2266022504	Si c'est un homme	Primo Levi	1988	Presses Pocket	http://images.amazon.com/images/P/2266022504.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/2266022504.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/2266022504.01.LZZZZZZZ.jpg	
6339	2020291541	Je suis vivant et vous Ã?Âªtes morts	Emmanuel CarrÃ?Â¨re	1997	Seuil	http://images.amazon.com/images/P/2020291541.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/2020291541.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/2020291541.01.LZZZZZZZ.jpg	
6340	2070375161	La Ferme Des Animaux	George Orwell	0	Gallimard French	http://images.amazon.com/images/P/2070375161.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/2070375161.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/2070375161.01.LZZZZZZZ.jpg	
6341	0140274294	Lady Chatterley's Lover (Essential.penguin S.)	D.H. Lawrence	1998	Penguin Books Ltd	http://images.amazon.com/images/P/0140274294.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0140274294.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0140274294.01.LZZZZZZZ.jpg	
6342	2266085778	Les ChÃ?Â¢timents	Victor Hugo	1998	Pocket	http://images.amazon.com/images/P/2266085778.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/2266085778.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/2266085778.01.LZZZZZZZ.jpg	
6343	0971116288	Oogie Boogie Central	M. Stephen Lukac	2003	Medium Rare Books	http://images.amazon.com/images/P/0971116288.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0971116288.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0971116288.01.LZZZZZZZ.jpg	
6344	0451528484	The Upanishads: Breath of the Eternal	Swami Prabhavananda	2002	Signet Classics	http://images.amazon.com/images/P/0451528484.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451528484.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451528484.01.LZZZZZZZ.jpg	
6345	0345450515	Billie's Kiss (Ballantine Reader's Circle)	Elizabeth Knox	2003	Ballantine Books	http://images.amazon.com/images/P/0345450515.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345450515.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345450515.01.LZZZZZZZ.jpg	
6346	0451526988	Immigrant Voices: Twenty-Four Narratives on Becoming an American (Signet Classics (Paperback))	Gordon Hutner	1999	Signet Classics	http://images.amazon.com/images/P/0451526988.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451526988.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451526988.01.LZZZZZZZ.jpg	
6347	0330291610	Biggles: the Untold Story	P James	1986	Macmillan Education Australia Pty Ltd	http://images.amazon.com/images/P/0330291610.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0330291610.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0330291610.01.LZZZZZZZ.jpg	
6348	1400075637	I'm Not Scared	NICCOLO AMMANITI	2004	Anchor	http://images.amazon.com/images/P/1400075637.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1400075637.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1400075637.01.LZZZZZZZ.jpg	
6349	0812541979	Tea from an Empty Cup	Pat Cadigan	1999	Tor Books	http://images.amazon.com/images/P/0812541979.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812541979.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812541979.01.LZZZZZZZ.jpg	
6350	0531301427	Looking for Alibrandi	Melina Marchetta	1999	Orchard Books (NY)	http://images.amazon.com/images/P/0531301427.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0531301427.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0531301427.01.LZZZZZZZ.jpg	
6351	0743418735	Perfect Match: A Novel	Jodi Picoult	2003	Washington Square Press	http://images.amazon.com/images/P/0743418735.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0743418735.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0743418735.01.LZZZZZZZ.jpg	
6352	0671776134	Plain Truth	Jodi Picoult	2001	Washington Square Press	http://images.amazon.com/images/P/0671776134.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671776134.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg	
6353	0965881261	Geisha	Liza Dalby	0	Univ Of Ca Press	http://images.amazon.com/images/P/0965881261.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0965881261.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0965881261.01.LZZZZZZZ.jpg	
6354	0385319452	A Cup of Light	Nicole Mones	2003	Delta	http://images.amazon.com/images/P/0385319452.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385319452.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385319452.01.LZZZZZZZ.jpg	
6355	0156001314	The Name of the Rose: including Postscript to the Name of the Rose	Umberto Eco	1994	Harvest Books	http://images.amazon.com/images/P/0156001314.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0156001314.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0156001314.01.LZZZZZZZ.jpg	
6356	1573229865	The Dream of Scipio	Iain Pears	2003	Riverhead Books	http://images.amazon.com/images/P/1573229865.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1573229865.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg	
6357	0151004137	The Seven Storey Mountain: Fiftieth-Anniversary Edition	Thomas Merton	1998	Harcourt	http://images.amazon.com/images/P/0151004137.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0151004137.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0151004137.01.LZZZZZZZ.jpg	
6358	1869503171	Spirit Writing	Adrienne Jansen	1999	HarperCollins New Zealand	http://images.amazon.com/images/P/1869503171.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1869503171.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1869503171.01.LZZZZZZZ.jpg	
6359	0060931671	The Crying of Lot 49	Thomas Pynchon	1999	Perennial Classics	http://images.amazon.com/images/P/0060931671.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060931671.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060931671.01.LZZZZZZZ.jpg	
6360	0060730552	Touching the Void: The True Story of One Man's Miraculous Survival	Joe Simpson	2004	Perennial Currents	http://images.amazon.com/images/P/0060730552.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060730552.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060730552.01.LZZZZZZZ.jpg	
6361	009179319X	Neanderthal	John Darnton	1996	Hutchinson	http://images.amazon.com/images/P/009179319X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/009179319X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/009179319X.01.LZZZZZZZ.jpg	
6362	0812563581	The Relic	Douglas Preston	1996	St Martins Press	http://images.amazon.com/images/P/0812563581.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812563581.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812563581.01.LZZZZZZZ.jpg	
6363	1558850945	A Fire in the Earth	Marcos McPeek Villatoro	1996	Arte Publico Press	http://images.amazon.com/images/P/1558850945.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1558850945.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1558850945.01.LZZZZZZZ.jpg	
6364	0553265520	Brainchild	John Saul	1985	Bantam Books	http://images.amazon.com/images/P/0553265520.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553265520.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553265520.01.LZZZZZZZ.jpg	
6365	074345300X	Bare Bones : A Novel	Kathy Reichs	2004	Pocket Star	http://images.amazon.com/images/P/074345300X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/074345300X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/074345300X.01.LZZZZZZZ.jpg	
6366	1932270329	Johnny Cash: An American Legend	Michael McCall	2003	AMI Books	http://images.amazon.com/images/P/1932270329.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1932270329.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1932270329.01.LZZZZZZZ.jpg	
6367	0425042715	Sixth Commandment	Lawrence Sanders	1980	Berkley Publishing Group	http://images.amazon.com/images/P/0425042715.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425042715.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425042715.01.LZZZZZZZ.jpg	
6368	0570060265	Three Men Who Walked in Fire: Daniel 3 (Arch Books: Set 4)	Joann Scheck	1967	Concordia Publishing House	http://images.amazon.com/images/P/0570060265.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0570060265.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0570060265.01.LZZZZZZZ.jpg	
6369	0425133516	The Hunt for Red October (Jack Ryan Novels)	Tom Clancy	1997	Berkley Publishing Group	http://images.amazon.com/images/P/0425133516.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425133516.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg	
6370	0553583298	Hard News	Jeff Deaver	2001	Bantam Books	http://images.amazon.com/images/P/0553583298.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553583298.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553583298.01.LZZZZZZZ.jpg	
6371	0375505547	I Love You, Ronnie	NANCY REAGAN	2000	Random House	http://images.amazon.com/images/P/0375505547.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375505547.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375505547.01.LZZZZZZZ.jpg	
6372	0899199089	Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy Tree	Olive Ann Burns	1992	Houghton Mifflin	http://images.amazon.com/images/P/0899199089.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0899199089.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0899199089.01.LZZZZZZZ.jpg	
6373	0151881006	Thomas Gray: Philosopher Cat	Philip J. Davis	1988	Harcourt	http://images.amazon.com/images/P/0151881006.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0151881006.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0151881006.01.LZZZZZZZ.jpg	
6374	0934971609	Switch	Carol Guess	1998	Calyx Books	http://images.amazon.com/images/P/0934971609.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0934971609.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0934971609.01.LZZZZZZZ.jpg	
6375	0618129030	The Fellowship of the Ring (The Lord of the Rings, Part 1)	J. R. R. Tolkien	2001	Houghton Mifflin Company	http://images.amazon.com/images/P/0618129030.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0618129030.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0618129030.01.LZZZZZZZ.jpg	
6376	0451162463	Dear Theo: The Autobiography of Vincent Van Gogh	Irving Stone	1969	New Amer Library (Mm)	http://images.amazon.com/images/P/0451162463.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451162463.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451162463.01.LZZZZZZZ.jpg	
6377	0373706901	Baby Contract (9 Months Later) (Harlequin Superromance, No 690)	Lynn Erickson	1996	Harlequin	http://images.amazon.com/images/P/0373706901.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373706901.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373706901.01.LZZZZZZZ.jpg	
6378	0373871864	Out Of The Shadows (Love Inspired (Numbered))	Loree Lough	2002	Steeple Hill	http://images.amazon.com/images/P/0373871864.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373871864.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373871864.01.LZZZZZZZ.jpg	
6379	0373706987	You Again (Showcase) (Harlequin Superromance, No 698)	Peggy Nicholson	1996	Harlequin	http://images.amazon.com/images/P/0373706987.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373706987.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373706987.01.LZZZZZZZ.jpg	
6380	037370822X	Maine Man  (By The Year 2000: Marriage) (Harlequin Superromance, 822)	Ellen James	1999	Harlequin	http://images.amazon.com/images/P/037370822X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/037370822X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/037370822X.01.LZZZZZZZ.jpg	
6381	0373708084	Deborah'S Son (9 Months Later) (Harlequin Superromance , No 808)	Rebecca Winters	1998	Harlequin	http://images.amazon.com/images/P/0373708084.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373708084.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373708084.01.LZZZZZZZ.jpg	
6382	0373706200	Safekeeping (Women Who Dare) (Harlequin Superromance, No 620)	Lin Sutherland	1994	Harlequin	http://images.amazon.com/images/P/0373706200.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373706200.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373706200.01.LZZZZZZZ.jpg	
6383	0778320138	Chieftain	Nan Ryan	2004	Mira Books	http://images.amazon.com/images/P/0778320138.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0778320138.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0778320138.01.LZZZZZZZ.jpg	
6384	0446527130	Envy	Sandra Brown	2001	Warner Books	http://images.amazon.com/images/P/0446527130.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446527130.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446527130.01.LZZZZZZZ.jpg	
6385	0061096024	Charity	Len Deighton	1997	HarperTorch	http://images.amazon.com/images/P/0061096024.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0061096024.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0061096024.01.LZZZZZZZ.jpg	
6386	0380787865	Power Curve	Richard Herman	1998	Avon	http://images.amazon.com/images/P/0380787865.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380787865.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380787865.01.LZZZZZZZ.jpg	
6387	0515129739	Love's Labyrinth (Time Passages Romance Series)	Anne Kelleher	2000	Jove Books	http://images.amazon.com/images/P/0515129739.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515129739.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515129739.01.LZZZZZZZ.jpg	
6388	0505524236	Night Visitor (Timeswept)	Melanie Jackson	2001	Dorchester Publishing Company	http://images.amazon.com/images/P/0505524236.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0505524236.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0505524236.01.LZZZZZZZ.jpg	
6389	0515118230	Home Song	Lavyrle Spencer	1995	Jove Books	http://images.amazon.com/images/P/0515118230.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515118230.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515118230.01.LZZZZZZZ.jpg	
6390	0380806304	Surrender to Love (Avon Historical Romance)	Rosemary Rogers	1982	Avon	http://images.amazon.com/images/P/0380806304.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380806304.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380806304.01.LZZZZZZZ.jpg	
6391	0515101222	Spring Fancy	LaVyrle Spencer	2003	Jove Books	http://images.amazon.com/images/P/0515101222.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515101222.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515101222.01.LZZZZZZZ.jpg	
6392	0553285947	Surrender	Amanda Quick	1990	Bantam	http://images.amazon.com/images/P/0553285947.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553285947.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553285947.01.LZZZZZZZ.jpg	
6393	0345447867	The Apprentice	Tess Gerritsen	2003	Ballantine Books	http://images.amazon.com/images/P/0345447867.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345447867.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg	
6394	0373512112	The Seventh Night	Amanda Stevens	2002	Silhouette	http://images.amazon.com/images/P/0373512112.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373512112.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373512112.01.LZZZZZZZ.jpg	
6395	0373703023	It'S All In The Game (Harlequin Superromance No. 302)	Joanne Bremer	1988	Harlequin	http://images.amazon.com/images/P/0373703023.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373703023.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373703023.01.LZZZZZZZ.jpg	
6396	055329945X	The Beloved Scoundrel	IRIS JOHANSEN	1994	Bantam	http://images.amazon.com/images/P/055329945X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/055329945X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/055329945X.01.LZZZZZZZ.jpg	
6397	0373511876	Dreamscapes: Dark Moon	Lindsay Longford	2002	Silhouette	http://images.amazon.com/images/P/0373511876.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373511876.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373511876.01.LZZZZZZZ.jpg	
6398	0515107662	The Sherbrooke Bride (Bride Trilogy (Paperback))	Catherine Coulter	1996	Jove Books	http://images.amazon.com/images/P/0515107662.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515107662.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515107662.01.LZZZZZZZ.jpg	
6399	0380820056	Stuck on You (Avon Romance)	Patti Berg	2003	Avon	http://images.amazon.com/images/P/0380820056.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380820056.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380820056.01.LZZZZZZZ.jpg	
6400	0802705499	Travels around America	Harrison Evans Salisbury	1976	Walker	http://images.amazon.com/images/P/0802705499.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0802705499.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0802705499.01.LZZZZZZZ.jpg	
6401	0373036485	Man She'Ll Marry (Cowboy Grooms Wanted!) (Romance, 3648)	Susan Fox	2001	Harlequin	http://images.amazon.com/images/P/0373036485.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373036485.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373036485.01.LZZZZZZZ.jpg	
6402	0451205189	Murder Can Cool Off Your Affair: A Desiree Shapiro Mystery (Desiree Shapiro Mysteries (Paperback))	Selma Eichler	2002	Signet Book	http://images.amazon.com/images/P/0451205189.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451205189.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451205189.01.LZZZZZZZ.jpg	
6403	0821747703	Beloved	Phoebe Conn	1994	Zebra Books	http://images.amazon.com/images/P/0821747703.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0821747703.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0821747703.01.LZZZZZZZ.jpg	
6404	0373226934	Undercover Wife  (The Specialists)	Debra Webb	2003	Harlequin	http://images.amazon.com/images/P/0373226934.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373226934.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373226934.01.LZZZZZZZ.jpg	
